prosumer_id,day,chain_type,region_type,vulnerability_index,energy_generated_kwh,energy_demand_kwh,bid_price,market_clearing_price,expected_REC,rec_allocated,fairness_gap,fairness_score,zk_proof_latency_ms,zk_energy_consumption_kwh,centralized_latency_ms,zkLLM_latency_ms,dao_round,governance_adaptivity_alpha,dao_voting_weight,regulatory_flag,compliance_score,anomaly_type
277,282,Ethereum,semi-urban,0.1061205923594053,16.92516099482239,15.459044316550793,55.42376410407982,50.69058017006704,15.232644895340153,12.367235453240635,0.18810976515748196,0.8118902348425181,419.92749467471765,0.0009557583898903464,111.08732367865328,675.2318014305574,39,0.21432467950915332,0.9322236070534781,0,0.8118902348425181,normal
161,88,Ethereum,semi-urban,0.10266012124955137,10.47050073926422,19.25307453609002,55.24654695396394,48.82322209863056,9.4234506653378,9.4234506653378,0.0,1.0,524.952707381891,0.0011105491077657956,155.11706531176446,841.876885467472,3,0.12147929132432322,0.16372542681259877,0,1.0,normal
460,204,Cosmos,rural,0.41641595576591584,13.237499125880685,16.11745317824126,52.50320633727118,51.1905012837022,11.913749213292617,11.913749213292617,0.0,1.0,346.39569441621944,0.0011179626634455636,142.09060016290508,806.7454098410384,8,0.47855010665106745,0.3287592064793125,0,1.0,normal
314,16,Polkadot,urban,0.03302900834672784,13.002656559669934,16.196902772790676,41.17394466187399,51.53699629646542,11.702390903702941,0.0,0.9999999145473842,8.545261576120566e-08,373.21851930691287,0.0011880127635171354,145.686666903081,514.499460146127,34,0.16505907076700493,0.9666961419357533,0,8.545261576120566e-08,normal
22,151,Cosmos,semi-urban,0.2549843590596351,11.182405865062684,15.782607820944234,39.987249063959496,53.13556899590611,10.064165278556416,0.0,0.9999999006375718,9.936242817421004e-08,298.3991937777995,0.0008208498769173026,161.59565432083724,785.2385608524181,14,0.1362322272159866,0.7427073516145506,0,9.936242817421004e-08,normal
253,254,Cosmos,rural,0.20117675377156363,20.279748266227802,12.116303933918378,62.75149064752162,47.583830785052314,18.25177343960502,9.693043147134702,0.4689259294098275,0.5310740705901724,359.6380467264182,0.0008563778335387164,145.8184558955148,638.9629578119212,20,0.381748939270783,0.5381591034575792,0,0.5310740705901724,normal
748,188,Ethereum,semi-urban,0.48938626132357477,14.859998231315888,15.407557273100117,67.89803150929356,55.44669120610426,13.373998408184299,12.326045818480095,0.07835745746054866,0.9216425425394513,478.22735838907863,0.0014936078866589675,144.8276499847353,782.7137358998768,21,0.3573856452255415,0.8361395642691657,0,0.9216425425394513,normal
857,329,Cosmos,rural,0.011159557218210603,10.768239785272371,15.289737323372425,49.451717495495096,54.18891995509579,9.691415806745134,0.0,0.9999998968159125,1.0318408749654395e-07,275.55674512473627,0.000810369286802566,123.88722797627219,732.9289556723854,37,0.34631659662599545,0.7341629062328479,0,1.0318408749654395e-07,normal
561,32,Ethereum,urban,0.6757334502639705,10.15699062882856,23.303918737462727,36.06237759411185,48.36154821122154,9.141291565945703,0.0,0.99999989060628,1.0939371997142899e-07,339.7012868276203,0.001538005787866729,150.1522595521032,578.0330983143887,3,0.47129454121314784,0.19096103275477538,0,1.0939371997142899e-07,normal
475,271,Ethereum,urban,0.855587307130736,16.90204720422389,15.208520960653013,47.821910000001765,58.09976891538331,15.211842483801503,0.0,0.999999934261748,6.57382519531069e-08,565.580341178358,0.0010714423273131112,177.28944055696093,738.8126461180398,9,0.46760344664020126,0.7112688394283263,0,6.57382519531069e-08,normal
59,5,Polkadot,rural,0.7067415182393043,6.561631517226411,13.588575295258883,45.04647076977456,46.67423107771897,5.90546836550377,0.0,0.9999998306654495,1.6933455049272794e-07,519.1555450433034,0.0009060534625426537,150.35368492635794,624.7836436088435,26,0.38859153918325817,0.3201961439960487,0,1.6933455049272794e-07,normal
511,330,Ethereum,urban,0.8180781693620001,12.009839757156064,20.395349735737717,41.96589111610112,52.84263827759925,10.808855781440457,0.0,0.9999999074832778,9.251672217214235e-08,543.3700889459755,0.00142338755114296,139.2985943809516,630.5270374124641,19,0.23760378910663138,0.22787426105988062,0,9.251672217214235e-08,normal
1750,308,Polkadot,urban,0.6433164037981866,9.072761632558855,10.55791667067005,47.40990074185184,49.99388500467465,8.16548546930297,0.0,0.9999998775333223,1.2246667768778252e-07,402.68797119393054,0.0013811604825587742,173.22095851679188,789.0465691655944,17,0.12923950879442977,0.10134963395636465,0,1.2246667768778252e-07,sybil_
476,333,Polkadot,rural,0.5073670343891417,18.826231086432102,17.645216280572807,58.248220101821346,46.281122485232245,16.943607977788893,14.116173024458247,0.16687324152942185,0.8331267584705782,367.5946235616432,0.0011445440647119794,200.80717909087312,617.4935716313411,32,0.41924430356672937,0.5851283020994648,0,0.8331267584705782,normal
700,169,Ethereum,rural,0.21902159730966742,8.15374916870374,9.244796653407636,58.52132532326942,60.37305295295864,7.338374251833367,0.0,0.9999998637300539,1.362699461049388e-07,472.1571048908615,0.0012634114305042896,145.62668937622047,741.0508097360362,3,0.28547054753818385,0.7347154982498321,0,1.362699461049388e-07,normal
976,181,Cosmos,urban,0.2796263476828641,21.73070737955325,6.031090130312375,52.29243254236537,50.846665173038666,19.557636641597927,4.8248721042499,0.7532998006882138,0.24670019931178622,393.85037632188073,0.0009138842060911328,168.49290274947214,875.4810096465242,24,0.38751226925342563,0.38143003019240485,0,0.24670019931178622,normal
783,178,Polkadot,urban,0.3177080037195177,25.876121815847632,20.67247758027623,53.733771547241844,47.92959544308214,23.28850963426287,16.537982064220984,0.2898651474993971,0.7101348525006028,420.37390163291053,0.0012913596736783724,150.19158938677913,709.4621293856876,12,0.23052149643187045,0.5950859952361726,0,0.7101348525006028,normal
190,143,Ethereum,semi-urban,0.03801766946648377,16.234475861891443,13.231636261381032,52.305884855481835,50.41752093273321,14.6110282757023,10.585309009104826,0.27552605573736844,0.7244739442626316,649.90242887426,0.0011943922269010234,130.0046748132208,586.9710320134894,16,0.12164100149076439,0.600593254481363,0,0.7244739442626316,normal
1792,362,Ethereum,urban,0.9130887714119003,9.469444095793195,4.23058961517671,43.50575589369114,53.29357152057713,8.522499686213875,0.0,0.9999998826635472,1.1733645277622884e-07,530.1032171605207,0.0011305037689340444,142.58840698850423,798.2599639857566,13,0.23047019630895427,0.8263486953872687,0,1.1733645277622884e-07,sybil_
687,248,Cosmos,urban,0.900302702633374,27.065622480432765,10.964465109139525,62.80624527710391,45.49265933185103,24.35906023238949,8.77157208731162,0.6399051259147732,0.3600948740852268,395.4580265041153,0.000760558698924331,190.2375547202804,709.9458917724512,25,0.13164627380186456,0.40707157645596603,0,0.3600948740852268,normal
958,127,Cosmos,urban,0.10777784952995517,35.367749273941385,14.080782370423407,36.42049669062871,49.405459278466296,31.830974346547247,0.0,0.9999999685840604,3.141593962752154e-08,404.5066965946587,0.0009855659661058616,125.71424199164531,815.1999972289087,30,0.3518239501513364,0.2392771355349987,0,3.141593962752154e-08,normal
563,263,Ethereum,semi-urban,0.5566935655500531,13.31463374873894,26.833032764715494,54.00097806310695,52.163559697150205,11.983170373865047,11.983170373865047,0.0,1.0,503.79862749952235,0.0009904222208874857,146.7011953891467,761.0831819432657,39,0.28089416361072783,0.38842476983356355,0,1.0,normal
876,40,Ethereum,rural,0.4676412942038358,11.196541140590378,3.0171735481797697,53.46351938186373,51.99158899759951,10.07688702653134,2.413738838543816,0.7604677324796402,0.23953226752035983,466.6981342123841,0.0011761951922865165,160.76022120696197,514.1230615695272,13,0.40401377912927794,0.10461837780919502,0,0.23953226752035983,normal
1120,355,Cosmos,urban,0.6834139970419953,13.478658321324723,19.307140316838726,69.68876180995319,50.25249299974899,12.13079248919225,12.13079248919225,0.0,1.0,338.57354358269504,0.0009475439096785133,150.8078501256583,797.9020748981517,32,0.24616057029457739,0.2468236848559624,0,1.0,sybil_
244,255,Polkadot,urban,0.6030176605383345,26.625894189218148,12.343836417910623,37.87066310767319,40.60176868113231,23.963304770296332,0.0,0.9999999582695305,4.173046952438142e-08,420.9725732830538,0.0008817059623866564,120.49411552125824,748.69192842395,48,0.39194561214771073,0.3116494143182871,0,4.173046952438142e-08,normal
832,143,Ethereum,rural,0.12432180117933078,18.524624996844715,14.773975886897109,47.75265090523308,47.33978017328022,16.672162497160244,11.819180709517688,0.2910829052551674,0.7089170947448327,551.7726902915057,0.000765975954030145,173.08603143035972,685.0191100601595,4,0.22391909424228343,0.38410883199518997,0,0.7089170947448327,normal
505,240,Polkadot,rural,0.6600776449617957,17.622575577896107,11.297793355103176,40.86368953433075,53.36107040061426,15.860318020106497,0.0,0.9999999369495659,6.30504340959348e-08,413.9511968370133,0.0010516788481176205,136.51155588331503,713.0259396043894,48,0.2594722345198218,0.8873679326167478,0,6.30504340959348e-08,normal
131,228,Polkadot,rural,0.6088723039560376,31.916238686144347,20.006699725133913,63.16329670645736,54.773174466118874,28.72461481752991,16.00535978010713,0.44279983127435035,0.5572001687256496,344.3312511250822,0.0009216548507401722,126.5587783816694,729.4808738782292,38,0.24088514212270226,0.45424262856466935,0,0.5572001687256496,normal
485,341,Cosmos,urban,0.5312236379738056,10.623160825550414,16.26446169080501,42.075568306418,49.93472059186668,9.560844742995373,0.0,0.9999998954067426,1.0459325738843006e-07,313.34890001472,0.001061479123942272,136.19806287288105,765.9667045446572,5,0.16626458448512418,0.46575012944575267,0,1.0459325738843006e-07,normal
819,198,Ethereum,urban,0.40240626657322676,18.437771418639322,10.530396448331754,45.39853552078156,47.89915496739773,16.59399427677539,0.0,0.9999999397372372,6.026276277992793e-08,498.81298240743666,0.0011187408964191496,154.51621162992564,778.097925290009,27,0.24544107479500102,0.5582899419848786,0,6.026276277992793e-08,normal
647,65,Polkadot,rural,0.9549209940531643,20.590608657062653,19.504042566973286,64.75886352783695,50.44339660624708,18.531547791356388,15.60323405357863,0.15801775505906998,0.84198224494093,418.44823063381904,0.0010933689927780375,148.40008572196277,771.7264860917022,10,0.32364523875594353,0.3222607059120128,0,0.84198224494093,normal
21,11,Ethereum,rural,0.8494395613111159,28.225577800964736,22.159041854787937,39.67721317843236,53.98341434472906,25.40302002086826,0.0,0.9999999606346033,3.936539672011463e-08,392.8429821243482,0.0009932979542912003,125.7825530566828,793.534705277066,20,0.1844523902868349,0.30635804348292983,0,3.936539672011463e-08,normal
841,108,Cosmos,urban,0.5850849749199203,7.5967458766910205,20.731676111854526,45.793237739625695,48.70268336549105,6.837071289021918,0.0,0.9999998537385656,1.462614344083235e-07,282.4140494321223,0.0010119639432676565,170.75988506710317,719.5218305042958,40,0.3644169484069718,0.4259639544936632,0,1.462614344083235e-07,normal
167,26,Cosmos,rural,0.006377825267616433,31.185022777494837,27.05109330105425,60.24106898339318,62.085734767579986,28.066520499745355,0.0,0.999999964370362,3.5629638017731224e-08,334.8904589056141,0.0007501974428370866,172.15634814448532,634.3045892096172,40,0.14953642513395682,0.6921371421170237,0,3.5629638017731224e-08,normal
274,151,Cosmos,urban,0.43212324216977316,18.013766888969155,20.508664220758334,65.58117298311772,41.68581711326465,16.21239020007224,16.21239020007224,0.0,1.0,314.2512984278567,0.0009705734033136591,205.1100135558636,519.638557100346,4,0.2769834398465929,0.9239643017797784,0,1.0,normal
388,221,Polkadot,rural,0.700339728550099,25.481700470100225,15.618953619657535,43.60908910333133,53.49968904298789,22.933530423090204,0.0,0.9999999563957255,4.3604274524433606e-08,416.5752482706658,0.0010266426536346763,140.70573434446683,812.4723522167087,10,0.1482487527088169,0.45709067037526485,0,4.3604274524433606e-08,normal
601,341,Polkadot,rural,0.1172942347694923,8.442981260435282,12.068848984906085,61.53747755371195,47.68446644629989,7.598683134391754,7.598683134391754,0.0,1.0,433.49749921182035,0.0006555954652170503,154.75998332535767,781.2371670033903,1,0.3456596143624936,0.482260861030564,0,1.0,normal
316,237,Cosmos,semi-urban,0.40654961657174227,4.431540412294741,19.652858145298353,51.32134810674575,43.62737054216485,3.9883863710652667,3.9883863710652667,0.0,1.0,370.767098431953,0.0012960035401056893,118.95996724436341,585.768034155582,3,0.2903870123391572,0.18856063693996333,0,1.0,normal
14,237,Ethereum,rural,0.19172522395263814,21.21042102495725,11.691557441263676,46.889007641133745,51.17909442418783,19.089378922461524,0.0,0.9999999476148516,5.238514844130293e-08,475.76532959346275,0.0017976447895747018,148.9813367421547,699.6446306291929,21,0.42630863694389265,0.7002760547740846,0,5.238514844130293e-08,normal
242,219,Cosmos,rural,0.33814298714881774,10.42485957969573,21.09922855090624,59.479204717042045,49.23133147882533,9.382373621726156,9.382373621726156,0.0,1.0,344.4986625910561,0.0009775999874537698,145.73544727153745,689.1472691047502,40,0.267182674785572,0.7103106486205231,0,1.0,normal
777,151,Ethereum,urban,0.02666920401982309,17.669481208464124,14.03746141238627,45.17229445557423,47.819500584864954,15.902533087617712,0.0,0.9999999371169404,6.288305964829988e-08,514.4530591219296,0.0012620885312827636,159.2009259275869,885.8583331503287,11,0.3148190594023743,2.0791403536133624,0,6.288305964829988e-08,dao_co
346,123,Ethereum,urban,0.12673238226489936,12.954331291956011,16.87259581792258,36.04430286965325,47.05265760618114,11.65889816276041,0.0,0.9999999142286089,8.577139110066412e-08,403.5055687178254,0.0018346039300717704,124.89180505680022,700.4784845174236,34,0.372158833706864,0.8934974141975021,0,8.577139110066412e-08,normal
565,144,Polkadot,urban,0.4547568501392605,28.176771908483083,9.134692963939967,29.87274923674145,48.97571211382111,25.359094717634775,0.0,0.9999999605664172,3.9433582843528825e-08,529.7495125185352,0.0010849424406141218,137.999616935221,903.2282288622473,37,0.10672051065736704,1.0444272749002392,0,3.9433582843528825e-08,dao_co
898,189,Cosmos,urban,0.8981899210357803,16.7681227768686,13.743178904556073,52.93149636181814,50.744711529560156,15.091310499181741,10.99454312364486,0.27146529814582454,0.7285347018541755,291.6287029256261,0.0010065466066940779,131.71450134813946,950.1041176406425,25,0.4705330060703523,0.50476350920616,0,0.7285347018541755,normal
340,255,Cosmos,urban,0.4905816216008606,12.524065379027952,10.087061004938455,52.95289525079343,51.780867811241876,11.271658841125157,8.069648803950765,0.2840761770943189,0.715923822905681,372.95234276731685,0.0005374872821293483,158.40088294765573,721.0486640936189,6,0.3165951973213379,0.6054717986482682,0,0.715923822905681,normal
92,68,Polkadot,semi-urban,0.4530774687078841,1.6324291537154862,23.432045354566945,51.95595970134484,56.75310166915164,1.4691862383439376,0.0,0.9999993193515613,6.806484387222866e-07,471.0516714436169,0.0010012068067989076,159.1845020458619,657.9698426836285,20,0.4881407716802879,0.7410178561437362,0,6.806484387222866e-07,normal
367,104,Polkadot,rural,0.7875693929714891,8.048800318864636,13.577939382657473,40.97553268931807,55.39053492990878,7.243920286978173,0.0,0.9999998619532211,1.3804677889694972e-07,331.0488762476136,0.0012670926654717377,134.2993190844265,670.664752878262,20,0.14939919272589053,0.36157114605730845,0,1.3804677889694972e-07,normal
956,336,Cosmos,urban,0.26783007693595573,11.667993025095834,14.66461695988591,58.137723969815816,49.426224439608426,10.501193722586251,10.501193722586251,0.0,1.0,366.24693706002796,0.0006666486787252601,140.45784811849867,568.2546048558985,38,0.24283136820646503,0.715693917192595,0,1.0,normal
1738,159,Ethereum,urban,0.09506874922485609,23.84275445489492,9.637620315060744,57.16272041491497,42.35930630274181,21.458479009405426,7.710096252048595,0.6406969529682812,0.3593030470317188,638.7847754774558,0.0011451812643174671,131.86782724500384,764.6967991061515,40,0.1439186364327532,0.1002305582994174,0,0.3593030470317188,sybil_
428,309,Cosmos,urban,0.20957262033667912,18.25175934978592,7.344819994473328,60.90944924224946,46.58275595386267,16.42658341480733,5.875855995578663,0.6422958755636369,0.3577041244363631,324.70353614824376,0.0008355553642012808,145.81527056876226,917.1788155542125,48,0.25412434233610603,0.8539525004368351,0,0.3577041244363631,normal
509,362,Polkadot,urban,0.7913008369492824,5.552479155590351,10.650950232411315,48.45088210790122,61.16446430382496,4.997231240031316,0.0,0.9999997998892283,2.00110771730877e-07,371.5554435204673,0.0007470738590344918,146.21994835454646,809.3128938741022,34,0.1356243069063292,0.6612147397133701,0,2.00110771730877e-07,normal
776,300,Ethereum,urban,0.6770479250936182,5.454071708360573,10.697297640886415,53.53446848559454,58.313871917218904,4.9086645375245155,0.0,0.9999997962786439,2.0372135611790299e-07,496.85815881006585,0.0014412645897960213,152.508737344964,871.8074357014907,7,0.1704937612914426,0.35257435996830866,0,2.0372135611790299e-07,normal
943,90,Ethereum,rural,0.09153318225403584,14.356206738802298,10.583683725544748,49.82886898534514,51.42353660629343,12.920586064922068,0.0,0.999999922604136,7.739586405097754e-08,408.2766213012173,0.0013635011105169916,163.77028726609518,622.8667533767461,47,0.145121315509738,0.419092755532699,0,7.739586405097754e-08,normal
35,357,Polkadot,semi-urban,0.6670931602834497,34.23529611533675,10.466598060584829,37.984016169077684,48.118237163895145,30.811766503803078,0.0,0.9999999675448674,3.245513258143262e-08,1090.827967130535,0.001167164205885462,142.91058011458773,622.6737380960726,48,0.3323986240632613,0.2651423631524906,0,3.245513258143262e-08,latenc
206,256,Ethereum,rural,0.9315514848843751,21.362181405206154,18.709511123721057,52.94780620427154,45.386353646732964,19.22596326468554,14.967608898976847,0.22148976805966938,0.7785102319403306,389.54457272411724,0.0015549561211967982,138.60581310424755,696.358195025407,29,0.3367943340971087,0.3600585278524815,0,0.7785102319403306,normal
81,353,Ethereum,rural,0.04495495600135613,4.175619510511365,12.701062787564352,47.34635988716458,48.44788218497159,3.7580575594602283,0.0,0.9999997339051576,2.6609484238271364e-07,546.1132198092834,0.0012044810804412245,125.57298927666878,771.0047440803344,47,0.3879103696299342,0.8647451443292198,0,2.6609484238271364e-07,normal
932,220,Ethereum,semi-urban,0.6164180959178356,11.011828978793359,17.914424865814617,42.85976007965394,50.73367709729466,9.910646080914024,0.0,0.9999998990984149,1.00901585087243e-07,399.0106957710928,0.0012909619907090835,130.7219034441353,655.3712231086766,2,0.38143493904355896,0.8078991354986493,0,1.00901585087243e-07,normal
562,9,Ethereum,urban,0.379164569782912,15.967976767701856,12.619218492589164,67.71465373372573,45.49142250741343,14.37117909093167,10.095374794071333,0.2975263179367159,0.7024736820632841,501.3403011092632,0.0011017277964895911,156.06605942948505,851.2832811420232,4,0.39546785278054397,0.2719370181875443,0,0.7024736820632841,normal
